text_asli,stem_text,label
judi online barang bukti offline uang tunaipolisi ohh polisi kalau ada uang tunai itu bukan online tapi judi koprok atau judi sabung ayam polisi,judi online barang bukti offline uang tunaipolisi ohh polisi uang tunai online judi koprok judi sabung ayam polisi,negative
saham bodong an ojek online menang tender pengadaan senjata polrikoq bisa,saham bodong ojek online menang tender ada senjata polrikoq,negative
lah dari dulu ngapain aja pak,lah dulu ngapain pak,negative
maluuu bubarin aja instansi ga becus kerja bukti semua udah jelas knp belom ditangkeeep lemaaahhh,maluuu bubarin instansi becus kerja bukti jelas knp bom ditangkeeep lemaaahhh,negative
polisi ga guna pada pulang aja dah lu,polisi pulang dah,negative
muka predator anak pedo,muka predator anak pedo,negative
masih kompol apa sudah naik akbp nih pak bambang,kompol naik akbp pak bambang,neutral
yuhuuuuuuu hadir yang mulia pak presiden liat ni anak buah nya liat ni pakkkk jelek bgt kelakuannya,yuhuuuuuuu hadir mulia pak presiden liat anak buah liat pakkkk jelek laku,negative
emang institusi tolol goblok kalian,emang institusi tolol goblok kalian,negative
jngn nangkep kroconya z nya bosch tangkep n proses big bosch nyagx mngkin dia gx tau sepan trjang bawahan nya,jngn nangkep kroco bosch tangkep proses big bosch nyagx mngkin tau sepan trjang bawah,negative
wujudkan pemilu damai sinegritas tnipolri bersama warga tespong tingkat cooling system kamtibmas baros polsek baros bangun sinegritas bersama babinsa koramil baros bangun kemitraan cooling system tni polri bersama warga,wujud milu damai sinegritas tnipolri sama warga tespong tingkat cooling system kamtibmas baros polsek baros bangun sinegritas sama babinsa koramil baros bangun mitra cooling system tni polri sama warga,positive
kenapa sih anak buahmu kocak² begitu tolong dong kerja yg benar,anak buah kocak dong kerja benar,negative
paling di angetin aja deh ga bakalan di goreng dane gosong,paling angetin bakal goreng dane gosong,negative
kawal,kawal,neutral
sinergitas tni polri kapolsek somoroto kompol haryo kusbintoro sh mh dialog dengan anggota babinsa koramil kauman dan masyarakatciptakan pilkada aman dan damai,sinergitas tni polri kapolsek somoroto kompol haryo kusbintoro dialog anggota babinsa koramil kaum masyarakatciptakan pilkada aman damai,positive
ini akibat korban hirarki di tubuh polri kebenaran apapun tak ada gunanya bagi bawahanpemimpon menganggap dirinya punya keputusan mutlak jika melawan maka beribuh pelanggaran yg disiapkan,akibat korban hirarki tubuh polri benar apa tak guna bawahanpemimpon anggap diri punya putus mutlak lawan beribuh langgar siap,negative
wah itu gambar raffi ahmad ya,wah gambar raffi ahmad,neutral
coba pak mohon klarifikasinya,coba pak mohon klarifikasi,neutral
cek dulu siapa bapaknya,cek dulu bapak,neutral
bhabinkamtibmas polsek padureso aipda arif setiyawan melaksanakan giat sosialisasi penerimaaan polri tahun kepada siswa dan siswi ma padureso,bhabinkamtibmas polsek padureso aipda arif setiyawan laksana giat sosialisasi penerimaaan polri tahun siswa siswi padureso,positive
liat ini pak liatt woiiiiiii badjingan,liat pak liatt woiiiiiii badjingan,negative
mana brani nangkepin pelaku ama sadbor ia,brani nangkepin laku ama sadbor,negative
asikkkk,asikkkk,neutral
yg ditangkap itu recehannyabandarnya dan bekingnya leha saja kemana aja sih th kemarin,tangkap recehannyabandarnya beking leha kemarin,negative
salfok ke gambar judulnya emang ada keterkaitan,salfok gambar judul emang kait,neutral
bhabinkamtibmas desa karyamukti melaksanakan giat sambang ke masyarakat,bhabinkamtibmas desa karyamukti laksana giat sambang masyarakat,neutral
trus ditangkep karena bukan selebriti,trus ditangkep selebriti,neutral
bhabinkamtibmas desa mekarjaya melaksanakan giat sambang ke masyarakat,bhabinkamtibmas desa mekarjaya laksana giat sambang masyarakat,neutral
gerombolan yg menghadang polri klu bukan penjahat siapa lagi,gerombol menghadang polri klu jahat,negative
saya dukung ndan udah capek sama yg begini an selamat bekerja semoga terwujud cita klean jangan hanya pemanissiap dukung ndan,dukung ndan capek sama selamat kerja moga wujud cita klean jangan pemanissiap dukung ndan,positive
bhabinkamtibmas desa karanganyar melaksanakan giat sambang ke masyarakat,bhabinkamtibmas desa karanganyar laksana giat sambang masyarakat,neutral
bhabinkamtibmas desa nanggerang melaksanakan giat sambang ke masyarakat,bhabinkamtibmas desa nanggerang laksana giat sambang masyarakat,neutral
kasus pegawai komdigi terseret judi online meluas kpai sdanai turun tangan desak polri temukan big bos sesungguhnya,kasus pegawai komdigi seret judi online luas kpai sdanai turun tangan desak polri temu big bos sungguh,negative
cina anjing pencuri kekayaan pribumi,cina anjing curi kaya pribumi,negative
bhabinkamtibmas desa kidangpananjung melaksanakan giat sambang ke masyarakat,bhabinkamtibmas desa kidangpananjung laksana giat sambang masyarakat,neutral
polri telusuri aset bandar judi online di indonesia dan luar negeri bakal disita untuk negara,polri telusur aset bandar judi online indonesia luar negeri bakal sita negara,neutral
personil satlantas polres ngada melaksanakan giat pengaturan lalulintas pagi dipersimpangan dan depan sekolah di seputaran kota bajawa,personil satlantas polres ngada laksana giat atur lalulintas pagi simpang depan sekolah putar kota bajawa,neutral
ni termasuk provokasi gini cepet ditembak apa gimnudah meresahkan masyarakatmdanu apa ndak,masuk provokasi cepet tembak gimnudah resah masyarakatmdanu ndak,negative
gak usah bilang dulu pak langsung hajar aja biasanya kalau ada razia bocor targetnya sudah kabur duluan,usah bilang dulu pak langsung hajar biasa razia bocor target kabur duluan,negative
artis yg promosi judi online kapan ditangkap min nunggu deal dulu maaf jadi suudzon,artis promosi judi online tangkap min nunggu deal dulu maaf jadi suudzon,negative
personil polres tebing tinggi melaksanakan pengecekan personil pengamanan gudang logistik kantor kpu dan kantor bawaslu kota tebing tinggi,personil polres tebing tinggi laksana kece personil aman gudang logistik kantor kpu kantor bawaslu kota tebing tinggi,neutral
dan bukti masih ada kebaikan dr manusia yg jadi personil,bukti baik manusia jadi personil,positive
masalah kepemimpinan berddanak pada pembagian anggaran abri tidak benar bereformasi dan paradigma tidak banyak berubah kecuali lepasnya polri,masalah pimpin berddanak bagi anggar abri benar reformasi paradigma ubah lepas polri,neutral
bangke elu biangnya rasis lihat jejak digital lu,bangke elu biang ras lihat jejak digital,negative
next bandar nya dong jangan sdane case ini buat ndanilin keseriusan lu berantas judol and stop at that sedangkan bandar² gede bebas gt aj,next bandar dong jangan sdane case buat ndanilin serius berantas judol and stop that bandar gede bebas,negative
cc keras jika ini lepas anda semua hanya omon omon kosong penegak hukum seperti ini harusnya di hukum x lipat dari masyarakat umum,keras lepas omon omon kosong tegak hukum harus hukum lipat masyarakat umum,negative
tidak mungki perang saudara antara polri dan tni karena mereka adalah para penjaga negara justru kasus korupsi tom lembong harua diusur sdanai tuntas,mungki perang saudara polri tni jaga negara justru kasus korupsi tom lembong harua usur sdanai tuntas,negative
ini namanya pengkianat bangsasama saja ada oknum anggota tni polri bnn dan bea cukai sebagai bandar kurier menjual lagi bb sitaan oknum oknum seperti ini pantas dihadapkan dgn regu tembak,nama pengkianat bangsasama oknum anggota tni polri bnn bea cukai bandar kurier jual sita oknum oknum pantas hadap regu tembak,negative
kata mbak wulan guritnoayo spin di sakti spin spin cuannnnn,kata mbak wulan guritnoayo spin sakti spin spin cuannnnn,neutral
rekrutmen bakomsus polri tahun anaggaran panda polda maluku utara pabanrim polres kep sula,rekrutmen bakomsus polri tahun anaggaran panda polda malu utara pabanrim polres kep sula,neutral
semoga ini tidak sekedar gebrakan sesaat saja hidup,moga dar gebrak saat hidup,neutral
masa polri baru tau sekarang sih,masa polri baru tau sekarang,neutral
apa rakyat bodoh sehingga semudah itu ditipu dirdik jdanidsus buktikan secara terbalik seluruh hartanya,rakyat bodoh mudah tipu dirdik jdanidsus bukti balik harta,negative
para aph memang harus saling mengawasi di polri kpk kejaksaan kehakiman pasti ada saja oknum dan oknum dan oknum lagi semoga tidak berlaku satu guru satu ilmu jangan saling mengganggu,aph saling awas polri kpk jaksa hakim oknum oknum oknum moga laku guru ilmu jangan saling ganggu,negative
yang di tunjuk mendag tom lembong perusahaan milik koperasi tni dan polri masih sirkel negara walaupun ada juga yang swasta,tunjuk mendag tom lembong usaha milik koperasi tni polri sirkel negara swasta,neutral
semarak hut brimob polri ke sat brimob polda sultra gelar khitanan massal gratis untuk masyarakat,semarak hut brimob polri sat brimob polda sultra gelar khitan massal gratis masyarakat,neutral
yakin yg beginian cuma,yakin begini cuma,neutral
memperbaiki institusi polri ya pecat seluruhnya sebab kebanyakan oknum tidak akan lebih baik jika tidak perbaikan total menyeluruh,baik institusi polri pecat seluruh banyak oknum lebih baik baik total seluruh,negative
jangan biarkan pemerintah pakai anggaran pendidikan untuk dana desa tapi alahkan untuk research kasih insentif untuk peneliti sebagian jadikan tim ahli di tni polri bumn lpdp bukan untuk mensubsidi negara lain prof,jangan biar perintah pakai anggar didik dana desa alahkan research kasih insentif teliti jadi tim ahli tni polri bumn lpdp subsidi negara prof,negative
tangkap juga seperti sadbor jangan tebang pilih,tangkap sadbor jangan tebang pilih,negative
level petinggi cukup kasih instruksi dan terima cuan bongkar sdanai atas,level petinggi kasih instruksi terima cuan bongkar sdanai atas,neutral
woowww mentri kesayangan balas budie,woowww tri sayang balas budie,neutral
kasih shock terapi lah pak agar bener kapok para influencer judol ini jelas dan nyata nyata banget ngajak orang orang utk main judol cc,kasih shock terapi lah pak bener kapok influencer judol jelas nyata nyata ngajak orang orang main judol,negative
saat pandemi mereka hidup susah dr menjahit keliling dan,pandemi hidup susah jahit keliling,neutral
ini harus ditindak pelindung judol,tindak lindung judol,negative
kapolri jenderal polisi drs listyo sigit prabowo menerima kunjungan menhut raja juli antoni ma phd di mabes polri utk mempererat sinergi sekaligus memperbarui nota kesepahaman atau mou mengenai penanganan permasalahan hutan di indonesia,kapolri jenderal polisi drs listyo sigit prabowo terima kunjung menhut raja juli antoni phd mabes polri erat sinergi sekaligus baru nota paham mou tangan masalah hutan indonesia,neutral
kayaknya ada yg lindungi dan bakal lolos,kayak lindung bakal lolos,neutral
apalagi ini artisartis,artisartis,neutral
silakan segera dilaksanakan jkw juga kayanya ngga perduli,segera laksana jkw kaya ngga duli,neutral
kacau kacau,kacau kacau,negative
polri presisi,polri presisi,positive
pemain tik tok gunawan yg dapet saweran nyebut nama penyawer di ciduk noh jelas promo di diemin cc,main tik tok gunawan dapet sawer nyebut nama sawer ciduk noh jelas promo diemin,negative
halaaaahh ngebacot aja tuh polri lae kita ga usah tunggu dijoged demoy aja percuma menunggu polri mbrantas judol kapolrinya msh sama koq tdk dibrantas bbrp th sblmnya apa si tdk tau atau bodoh atsu lura² tdk tau atau terlibat who knows cc,halaaaahh ngebacot polri lae usah tunggu dijoged demoy percuma tunggu polri mbrantas judol kapolrinya msh sama koq dibrantas bbrp sblmnya tau bodoh atsu lura tau libat who knows,negative
bndera di blakang itu dah lama ada coy,bndera blakang dah lama coy,neutral
prof sugianto dukung tni dan polri jadi petugas haji,prof sugianto dukung tni polri jadi tugas haji,positive
wkwkwkwkwkwk mereka itu piaraan prabowo,wkwkwkwkwkwk piara prabowo,negative
kaxer gerindra juga banyak kenapa pdip aj nyet,kaxer gerindra pdip nyet,negative
pokok calon dr kandang mak e bahaya,pokok calon kandang mak bahaya,neutral
pasti rakyat dukung polisi jika serius mengusut keterlibatan mantan menkominfo dlm perkara judi online namun rakyat juga bertanya ttg dugaan keterlibatan orang di tubuh polri apakah serius juga akan diusut era lama meninggalkan sejumlah cerita ttg ini aneka tanda tanya yg,rakyat dukung polisi serius usut libat mantan menkominfo perkara judi online rakyat tanya ttg duga libat orang tubuh polri serius usut era lama tinggal jumlah cerita ttg aneka tanda tanya,positive
kita dukung polri berantas pinjol dan judol ke akarakarnya dan kita minta presiden prabowo ada di depan memimpin gerakan ini semoga,dukung polri berantas pinjol judol akarakarnya minta presiden prabowo depan pimpin gera moga,positive
tangkap budi arie dan grombolannya sbb budi gak mungkin kerja sendiri,tangkap budi arie grombolannya sbb budi kerja sendiri,negative
hayo pak harus adil katanya siapa aja di tangkap jgn cuma sadbor yg org kecil berani ga nangkap anggota dewan ini bukti sudah ada jelas,hayo pak adil kata tangkap jgn cuma sadbor kecil berani nangkap anggota dewan bukti jelas,negative
mana berani nangkep mana ada nyali hukum cuma buat rakyat kecil dan rumor kebal hukum itu nyata pembunuh vina penganiaya driver taxol artis promosi judi online,berani nangkep nyali hukum cuma buat rakyat kecil rumor kebal hukum nyata bunuh vina aniaya driver taxol artis promosi judi online,negative
ga bakal di denger ini mah gw jga udh muak lihat petinggi petinggi di negeri ini,bakal denger mah jga muak lihat petinggi petinggi negeri,negative
oknum kok banyak banget ya di kepolisian ini,oknum polisi,negative
woww klo sama yang ini jelas minderlah untuk memenjarakannya karena dia bukan gunawan sadbor bukan begitu,woww sama jelas minder penjara gunawan sadbor,neutral
percumalapor paling diem,percumalapor paling diem,negative
sosialisasi penerimaan anggota polri ta pabanrim polres bojonegoro polri,sosialisasi terima anggota polri pabanrim polres bojonegoro polri,positive
sudah dibilang itu tebang pilih soal penegakan hukum bukan begitu,bilang tebang pilih soal tega hukum,neutral
kali sy lapor lwt x twitter tidak tanggapan apalagi tindakan,kali lapor lwt twitter tanggap tindak,positive
bukan bre di tribun katanya dia unggah sendiri di ignya deny dan si dennynya bilang kalau dia gk tau itu sebenernya situs judi,bre tribun kata unggah sendiri ignya deny dennynya bilang tau sebenernya situs judi,negative
bandar nya sdh tahu tapi nunggu viral dulu baru bergerak berantas judol bagaimana ini,bandar tahu nunggu viral dulu baru gerak berantas judol,negative
